18,32,9,32,48,15,19,48,19,12,29,52,29,9,39,54,38,32,19,32,29,32,39,22,9,41,9,9,49,55,48,647
19,31,4,30,46,13,14,49,14,13,25,50,25,12,35,50,36,31,14,30,25,30,35,23,4,43,4,11,46,51,46,6194
20,32,6,31,53,13,17,48,18,10,29,52,30,7,41,54,42,31,18,31,29,31,41,19,5,44,6,5,53,56,54,1007
21,32,9,31,44,12,17,52,18,10,26,54,27,9,34,56,36,32,18,32,26,32,35,20,9,45,9,7,43,57,45,3541
22,31,12,31,55,12,22,50,22,10,33,52,33,8,44,54,43,31,22,31,33,31,44,20,12,42,11,7,55,55,54,700
23,31,6,32,59,12,19,50,18,8,33,55,32,6,46,57,45,31,19,31,32,31,46,19,6,44,5,5,59,58,58,217
24,32,12,33,55,17,23,49,22,16,33,51,33,15,44,53,43,33,22,33,33,33,44,25,12,42,11,16,55,54,54,3720
25,29,14,31,56,13,25,49,24,8,36,53,34,7,46,56,44,30,25,30,35,31,45,18,15,42,14,5,57,59,54,206
26,34,6,31,51,15,16,52,18,10,27,56,30,7,38,57,41,33,17,33,28,32,39,24,5,44,6,5,49,57,52,149
27,34,8,32,53,15,19,49,20,11,30,52,32,7,41,54,43,33,20,33,31,32,42,20,8,44,9,5,52,56,54,98
28,32,12,29,47,15,19,50,22,12,28,51,31,11,37,52,40,31,21,30,30,30,38,22,11,43,13,9,46,52,49,3387
29,31,3,31,44,15,13,48,13,11,23,52,24,9,33,54,34,31,13,31,24,31,34,22,3,41,3,7,44,55,44,1268
30,23,8,27,44,9,19,40,15,6,28,42,24,6,37,43,33,24,17,25,26,26,35,15,9,32,7,5,47,45,43,6587
31,39,9,39,53,20,20,58,19,16,31,62,30,15,42,64,41,39,20,39,31,39,42,29,9,48,8,12,53,64,52,6283
32,32,3,30,58,12,16,51,18,7,30,55,31,5,43,57,45,31,17,31,31,31,44,21,3,43,4,5,57,57,59,543
33,31,12,32,47,12,21,49,20,9,30,53,29,6,39,55,38,31,21,31,30,31,39,21,12,41,12,5,48,57,47,1088
34,30,6,31,54,13,18,51,17,8,30,54,29,7,42,56,41,31,18,31,30,31,42,20,6,43,5,7,55,57,53,1209
35,32,16,31,56,11,26,51,27,9,36,52,37,7,46,53,47,32,26,32,36,31,46,19,16,45,17,5,55,56,57,2078
36,31,11,29,54,14,21,48,22,11,32,49,33,7,42,53,44,30,22,30,32,29,43,19,11,43,11,4,53,55,55,968
37,37,6,35,48,12,15,61,18,9,26,62,29,8,36,60,39,36,17,36,27,35,38,22,5,55,7,6,46,61,50,8661
38,37,12,34,50,14,20,59,23,12,29,59,33,10,38,58,42,36,22,35,31,34,40,20,11,52,13,8,48,57,52,9200
39,30,9,29,61,14,22,47,22,12,35,50,35,8,47,53,48,30,22,29,35,29,48,19,9,41,9,7,60,55,61,891
40,30,9,30,40,12,16,49,17,8,24,51,24,6,32,53,32,30,17,30,24,30,32,19,9,43,9,6,40,55,40,3305
41,31,4,32,58,11,18,51,17,9,32,55,31,8,45,55,44,31,18,32,31,32,45,18,5,44,4,6,59,56,58,1260
42,28,9,32,54,11,21,49,19,7,33,52,30,7,45,54,41,29,20,30,31,31,43,18,9,39,8,6,56,57,52,1327
43,26,1,29,55,6,16,46,13,2,30,52,27,1,43,56,40,26,15,27,28,28,42,14,2,38,0,0,57,59,54,624
44,32,5,31,57,12,18,52,18,8,31,55,31,5,44,56,44,31,18,31,31,31,44,22,5,42,6,5,57,56,57,3333
45,32,8,31,53,14,18,50,20,10,30,52,31,7,41,55,42,32,19,31,30,31,42,18,7,42,8,5,52,56,54,1092
46,33,7,31,45,13,16,51,17,10,25,53,27,8,34,54,36,32,17,32,26,31,35,24,7,41,8,6,44,56,46,8460
47,36,8,36,39,19,16,54,15,17,23,56,23,16,31,57,31,36,15,36,23,36,31,29,8,47,8,14,39,58,39,7156
48,29,14,30,45,13,22,46,22,10,30,50,29,7,37,52,37,29,22,29,30,29,37,20,14,38,14,6,45,53,45,709
49,34,8,32,63,10,21,54,22,7,34,57,36,5,48,58,50,33,22,33,35,32,49,19,7,44,8,4,62,57,64,1248
50,33,2,32,49,12,14,54,14,9,25,57,26,7,37,58,38,32,14,32,26,32,37,21,2,46,3,6,48,60,49,7806
51,29,4,33,53,11,18,51,15,7,30,56,27,5,43,58,39,30,16,31,29,32,41,17,5,41,3,5,55,59,52,162
52,30,12,32,50,9,22,51,20,7,32,54,29,7,41,55,39,30,21,31,31,31,40,15,13,45,11,5,51,57,48,937
53,33,9,33,40,12,17,53,17,10,25,56,25,9,33,56,32,33,17,33,25,33,33,19,9,45,9,9,41,57,40,6922
54,31,5,29,54,12,16,48,17,9,28,52,30,6,40,54,42,31,17,30,29,30,41,22,4,40,5,5,53,54,55,106
55,27,1,31,49,5,15,54,11,3,27,57,23,2,39,60,35,28,13,29,25,30,37,7,3,50,0,1,52,61,47,856
56,35,8,30,40,19,13,50,18,16,21,50,26,14,29,50,35,34,16,32,24,31,32,27,6,45,9,13,37,48,43,2292
57,31,9,33,45,12,18,52,17,9,28,55,26,7,37,57,35,32,18,32,27,32,36,20,9,43,8,6,46,59,45,3090
58,32,11,33,54,15,22,51,21,13,33,54,32,13,43,55,43,32,22,32,32,32,43,23,11,43,11,13,54,56,53,3003
59,29,8,28,52,15,18,43,19,13,29,45,31,10,40,48,42,29,19,28,30,28,41,20,7,39,8,7,52,50,53,1249
60,31,11,33,49,13,22,47,19,11,31,50,28,8,41,54,38,31,20,32,30,33,39,19,12,43,10,6,50,57,47,890
61,37,12,38,47,22,21,53,20,19,30,54,29,18,39,55,38,37,21,37,30,37,38,28,12,47,11,17,48,55,47,824
62,30,8,31,50,9,19,50,18,6,30,53,29,5,40,55,39,31,19,31,29,31,40,18,9,40,8,4,51,57,50,4297
63,32,6,30,50,14,16,48,17,9,27,53,29,6,38,54,40,31,17,31,28,30,39,22,6,41,6,6,49,55,51,530
64,31,17,30,49,15,25,48,25,11,33,50,33,10,41,50,41,30,25,30,33,30,41,21,17,41,17,7,49,52,49,1943
65,29,8,31,57,9,21,51,19,6,34,55,31,5,46,58,43,30,20,30,32,31,45,17,9,43,7,5,58,56,55,1656
66,30,7,32,54,16,19,45,18,13,31,48,30,10,43,51,41,30,19,31,30,31,42,21,8,39,7,8,54,53,53,5596
67,34,14,34,45,15,21,54,22,13,29,56,30,12,37,56,38,34,22,34,30,34,37,23,14,49,14,11,45,56,46,8438
68,29,8,28,48,8,18,50,19,5,28,52,29,4,38,53,38,28,18,28,28,28,38,18,8,42,9,2,47,53,48,7608
69,31,7,31,58,15,20,48,20,12,33,51,32,9,45,53,45,31,20,31,32,31,45,18,7,43,7,9,58,53,57,804
70,31,5,32,44,15,15,49,14,14,25,50,24,14,35,50,34,31,14,32,24,32,34,23,5,41,4,13,45,51,44,3945
71,29,10,30,57,7,22,53,21,5,34,55,33,3,46,56,45,29,22,30,34,30,45,19,10,41,10,2,58,58,57,2251
72,29,6,31,49,13,18,48,16,9,29,52,26,7,39,54,37,30,17,30,27,31,38,18,7,41,6,6,50,57,47,819
73,31,6,31,48,10,17,52,16,8,27,54,27,8,38,54,37,31,17,31,27,31,37,18,6,43,6,7,48,55,48,1588
74,33,3,33,44,10,13,57,14,8,23,59,24,8,33,58,34,33,13,33,23,33,33,21,3,47,4,7,43,59,44,8981
75,36,6,33,41,14,13,54,16,10,21,56,25,9,30,56,34,35,15,34,23,33,32,22,5,45,7,8,39,56,43,192
76,32,7,31,47,11,17,53,17,7,27,57,28,5,37,59,38,32,17,32,27,32,37,20,7,44,7,4,47,59,48,5098
77,29,12,33,47,13,23,47,19,12,32,50,27,12,41,53,36,30,21,31,30,32,39,19,13,38,11,12,50,55,45,2025
78,31,16,31,50,18,24,46,24,16,33,48,33,15,41,50,41,31,24,31,33,31,41,20,16,42,16,14,50,51,50,1167
79,31,13,34,52,12,24,51,21,11,34,52,31,11,44,52,41,32,23,33,33,33,42,19,14,43,12,11,54,52,51,9207
80,31,10,32,51,14,21,47,19,12,31,50,30,11,42,52,40,31,20,31,30,32,41,22,10,38,9,10,52,53,50,10027
81,31,12,31,53,13,22,50,22,10,32,52,33,9,42,55,43,31,22,31,32,31,43,17,12,43,12,6,53,56,53,822
82,31,8,27,40,16,14,45,17,12,22,48,26,9,30,49,34,30,16,29,24,28,32,23,7,39,8,7,38,49,42,2259
83,30,7,31,49,13,17,50,17,12,28,53,28,10,39,54,38,30,17,30,28,31,39,20,7,44,6,8,50,57,49,793
84,32,6,33,48,15,17,50,16,10,28,54,26,9,38,55,37,32,17,32,27,33,38,21,6,41,6,8,49,56,47,94
85,31,10,31,51,12,20,50,21,9,30,53,31,6,40,55,41,31,20,31,31,31,41,19,10,43,10,6,51,56,52,101
86,34,5,34,42,15,14,54,14,9,24,59,23,6,33,61,33,34,14,34,24,34,33,25,5,45,5,5,42,62,42,670
87,37,8,31,44,18,14,54,20,14,22,55,29,11,31,55,38,36,17,34,26,33,35,28,7,49,10,8,40,56,48,6438
88,33,9,32,59,13,21,53,22,10,34,57,35,9,46,57,47,33,22,32,34,32,47,21,9,45,10,9,59,57,60,82
89,29,10,30,56,13,22,47,21,11,34,49,32,9,45,52,43,29,22,29,33,30,44,18,11,41,10,7,56,53,55,889
90,30,8,33,50,12,20,49,18,10,30,53,28,9,40,54,38,31,19,31,29,32,39,17,9,43,8,8,51,56,48,771
91,31,6,33,44,12,16,51,14,10,26,54,24,8,36,56,34,32,15,32,25,33,35,19,6,43,5,7,46,57,43,6859
92,30,12,28,44,14,18,47,21,11,26,49,29,10,34,51,38,30,20,29,28,28,36,20,11,42,13,7,42,51,46,934
93,32,8,30,48,12,17,49,18,9,27,53,28,6,37,54,39,31,18,31,28,31,38,21,7,41,8,5,47,55,49,400
94,32,3,31,44,13,13,53,14,9,23,56,24,7,33,58,35,31,13,31,24,31,34,24,3,44,3,3,44,61,45,3593
95,30,8,31,46,14,17,52,17,11,27,55,26,11,37,56,36,30,17,31,27,31,36,20,8,45,7,9,46,58,45,2933
96,33,3,31,44,14,12,52,13,11,23,54,24,10,33,55,34,32,13,32,23,32,33,20,2,45,3,8,43,55,44,2913
97,35,13,36,53,13,23,56,22,10,33,59,33,7,43,61,43,35,23,35,33,35,43,22,13,46,13,6,54,62,53,10144
98,30,9,31,46,14,19,46,17,11,28,49,27,10,37,51,36,30,18,31,27,31,37,19,9,41,8,9,47,52,45,847
99,30,7,32,49,12,18,50,16,9,28,53,27,8,39,56,37,31,17,31,28,31,38,19,7,42,6,6,50,57,48,1265
